iso3,iso2,name,capital,continent,region,income_level,year,population,gdp,inflation,female_population,life_expectancy,poverty,fertility,hospital_beds_1000,physicians_1000,maternal_death_risk,suicides_100k,health_expenditure_share,infant_mortality_1000,renewables_share,co2_capita,greenhousegas_capita
COD,CD,"Congo, Dem. Rep.",Kinshasa,Africa,Sub-Saharan Africa ,Low income,1992,38332302.0,26451258849.7238,3855.30764107058,19364049.0,49.244,,6.667,,,,,,117.5,99.6871397991108,0.0386728665552098,37139.57729
RUS,RU,Russian Federation,Moscow,Europe,Europe & Central Asia,Upper middle income,1984,142745000.0,,,76576316.0,67.2026829268293,,2.06,,,,,,20.4,,,
GUM,GU,Guam,Agana,Oceania,East Asia & Pacific,High income,1986,127462.0,,,60465.0,71.325,,3.189,,1.187,,,,,,,
JPN,JP,Japan,Tokyo,Asia,East Asia & Pacific,High income,2003,127718000.0,3753919256711.54,-1.60770370751224,65270637.0,81.76,,1.29,14.26,,0.010542022073281,37.8,7.48654842,2.9,10.0221095672445,9.50476440282497,1293013.863
BRN,BN,Brunei Darussalam,Bandar Seri Begawan,Asia,East Asia & Pacific,High income,2021,445373.0,29549455548.9349,15.4659285339655,214922.0,74.642,,1.778,,,,,,9.6,,,
BMU,BM,Bermuda,Hamilton,Americas,North America,High income,1989,58841.0,,5.6367131469639,29791.0,74.269,,1.734,,,,,,,,,
ETH,ET,Ethiopia,Addis Ababa,Africa,Sub-Saharan Africa ,Low income,2003,73168838.0,36385079560.7834,12.7679783276093,36408151.0,52.533,,6.24,,0.0268,5.38874633293007,11.5,4.89970922,76.7,99.3031358885017,0.0686412431478002,83434.23021
CMR,CM,Cameroon,Yaounde,Africa,Sub-Saharan Africa ,Lower middle income,1980,8519891.0,,14.2458946461921,4329782.0,51.041,,6.658,,,,,,107.8,,,
PRT,PT,Portugal,Lisbon,Europe,Europe & Central Asia,High income,1994,9991525.0,135670931952.663,7.27762763113292,5182987.0,74.9146341463415,,1.45,3.9000000954,2.8823,,,,8.1,37.1449543626731,4.73430232121723,62793.07151
GTM,GT,Guatemala,Guatemala City,Americas,Latin America & Caribbean ,Upper middle income,2012,14781942.0,106499944416.169,3.37775084412593,7457240.0,71.463,,3.219,0.61,,0.44461518761535,9.4,6.07316971,26.6,66.8827029324267,0.824228643300048,25661.46375
IDN,ID,Indonesia,Jakarta,Asia,East Asia & Pacific,Upper middle income,2004,225938595.0,1299038798645.55,8.55072703186366,112236510.0,65.75,27.0,2.418,,,0.763495914874532,4.7,2.12002277,37.1,13.6065178133036,1.51030150470751,713132.3024
MMR,MM,Myanmar,Naypyidaw,Asia,East Asia & Pacific,Lower middle income,1999,45041636.0,33524972562.2361,28.3523645026101,22514453.0,59.881,,2.825,,0.297,,,,66.7,22.3755119637853,0.194064886985899,70070.61477
RUS,RU,Russian Federation,Moscow,Europe,Europe & Central Asia,Upper middle income,2009,142785349.0,2768599517939.51,1.97061260332814,76775747.0,68.6846341463415,0.1,1.542,9.68,4.9628,0.0331291634960547,68.0,5.64392471,8.6,17.6440464827356,10.8321085519776,2161029.099
BFA,BF,Burkina Faso,Ouagadougou,Africa,Sub-Saharan Africa ,Low income,1988,8663720.0,,3.40855660018133,4402927.0,49.132,,7.109,,,,,,100.3,,,
ZWE,ZW,Zimbabwe,Harare,Africa,Sub-Saharan Africa ,Lower middle income,2004,12160881.0,20803684550.2223,7.61152431608578,6405855.0,44.502,,3.738,,0.1735,1.73640275507946,15.7,,53.0,56.6004732997222,0.795361783410264,26414.0271
TUV,TV,Tuvalu,Funafuti,Oceania,East Asia & Pacific,Upper middle income,2002,9609.0,27658211.5263334,4.83091787439614,4822.0,63.58,,3.694,,0.625,,,12.42768574,32.7,0.0,0.947028827141222,21.20506
PHL,PH,Philippines,Manila,Asia,East Asia & Pacific,Lower middle income,1998,74491918.0,239510782868.517,10.4056703614173,36858936.0,69.1,,3.848,,,,,,29.8,33.62355091635,0.991653886533033,131574.1971
JAM,JM,Jamaica,Kingston,Americas,Latin America & Caribbean ,Upper middle income,1994,2484182.0,15101868913.1612,31.1072465288465,1259796.0,71.739,,2.939,,,,,,21.1,5.50785340314136,3.37527604660206,10039.9985
CHL,CL,Chile,Santiago,Americas,Latin America & Caribbean ,High income,1996,14615483.0,116331734986.63,4.07977619634082,7349292.0,74.899,4.7,2.245,2.6700000763,,,,,10.6,60.4529333289949,3.07183142698739,62856.94279
SOM,SO,Somalia,Mogadishu,Africa,Sub-Saharan Africa ,Low income,1999,8384479.0,,,4195938.0,50.525,,7.632,,,,,,104.5,0.0,0.0594670223397303,25026.20428
PYF,PF,French Polynesia,Papeete,Oceania,East Asia & Pacific,High income,2018,297606.0,,-1.11100703850613,146645.0,82.783,,1.789,,,,,,,,,
DZA,DZ,Algeria,Algiers,Africa,Middle East & North Africa,Lower middle income,1988,24243018.0,,9.06096347700604,11920413.0,66.971,6.4,5.059,2.62899994850159,0.429,,,,46.1,,,
GNB,GW,Guinea-Bissau,Bissau,Africa,Sub-Saharan Africa ,Low income,1992,1022904.0,1108391582.19516,64.9811894899595,524958.0,47.92,,6.402,,,,,,126.9,0.0,0.173623331221698,1454.483899
CUB,CU,Cuba,Havana,Americas,Latin America & Caribbean ,Upper middle income,2022,11212191.0,,,5649497.0,,,,,,,,,,,,
JPN,JP,Japan,Tokyo,Asia,East Asia & Pacific,High income,1981,117661000.0,,2.87620065768157,59648209.0,76.3948780487805,,1.74,,1.3,,,,7.0,,,
SVK,SK,Slovak Republic,Bratislava,Europe,Europe & Central Asia,High income,2010,5391428.0,136951683990.193,0.532696333414791,2768035.0,75.1121951219512,0.5,1.43,6.46,3.351,0.0070744161731461,23.9,7.69692326,5.8,21.6283134284882,6.57195088202977,43071.85402
TLS,TL,Timor-Leste,Dili,Asia,East Asia & Pacific,Lower middle income,2007,1019362.0,1522849620.48605,8.47739985657181,496805.0,63.723,40.9,5.399,,0.034,2.44028861765418,3.5,5.64793253,65.0,0.0,0.187764503679753,6030.923325
ECU,EC,Ecuador,Quito,Americas,Latin America & Caribbean ,Upper middle income,1981,8352602.0,,15.4914458591029,4163096.0,63.662,,4.612,,,,,,63.6,,,
LBY,LY,Libya,Tripoli,Africa,Middle East & North Africa,Upper middle income,1999,5057998.0,103142450199.355,,2384874.0,71.058,,2.97,,,,,,24.9,0.0,8.54551543911247,98658.63116
ARE,AE,United Arab Emirates,Abu Dhabi,Asia,Middle East & North Africa,High income,1990,1900151.0,159314787215.211,3.33590049399268,628689.0,71.9,,4.537,2.6400001049,,,,,14.2,0.0,29.0557960919948,78601.83891
ISR,IL,Israel,,Asia,Middle East & North Africa,High income,1986,4299000.0,,,2174515.0,74.9560975609756,0.2,3.034,6.38019990921021,,,,,11.5,,,
MRT,MR,Mauritania,Nouakchott,Africa,Sub-Saharan Africa ,Lower middle income,2021,4614974.0,27028188882.4714,12.5719779262064,2354385.0,64.364,,4.398,,,,,,32.2,,,
KHM,KH,Cambodia,Phnom Penh,Asia,East Asia & Pacific,Lower middle income,2001,12338192.0,14439092933.863,2.64654100410749,6269097.0,59.966,,3.652,0.6,,2.07744220273744,6.3,7.00522089,73.6,0.196463654223969,0.17446640480226,19390.02034
MWI,MW,Malawi,Lilongwe,Africa,Sub-Saharan Africa ,Low income,2004,12411342.0,12909253736.5905,14.8466261152179,6401576.0,50.453,68.9,5.93,,0.0216,2.35517190123672,12.2,4.07199907,70.0,85.9477789081044,0.0723991007580002,4393.381882
LSO,LS,Lesotho,Maseru,Africa,Sub-Saharan Africa ,Lower middle income,2009,2009169.0,4033791757.02335,2.348138885593,1024847.0,44.034,,3.318,,,3.38327640043593,102.8,8.99738979,70.1,100.0,1.0460543637693,3880.463218
VGB,VG,British Virgin Islands,Road Town,Americas,Latin America & Caribbean ,High income,2000,20104.0,,,9777.0,73.966,,1.866,,,,,,14.6,0.0,,
USA,US,United States,Washington D.C.,Americas,North America,High income,1980,227225000.0,,9.03307690228804,116393393.0,73.609756097561,0.5,1.8395,6.0,1.5,,,,12.6,,,
CHI,JG,Channel Islands,,,Europe & Central Asia,High income,2008,154475.0,,,78982.0,81.317,,1.648,,,,,,,0.0,,
JPN,JP,Japan,Tokyo,Asia,East Asia & Pacific,High income,2009,128047000.0,4295629000666.77,-0.569564924624345,65637199.0,82.9314634146342,,1.37,13.62,,0.008183386528104,36.6,8.9587822,2.4,9.14571650806042,8.60923098549751,1177229.097
BIH,BA,Bosnia and Herzegovina,Sarajevo,Europe,Europe & Central Asia,Upper middle income,2022,3233526.0,65889210709.2956,12.2409842911215,1641713.0,,,,,,,,,,,,
DNK,DK,Denmark,Copenhagen,Europe,Europe & Central Asia,High income,2008,5493621.0,226767483101.984,4.13469296938067,2771809.0,78.4463414634146,0.1,1.89,3.57,3.5768,0.0118540527495126,17.3,9.51134396,3.6,27.5726458378851,9.12471027761107,66418.09065
GEO,GE,Georgia,Tbilisi,Asia,Europe & Central Asia,Upper middle income,1981,4504500.0,,3.4028892720771,2403146.0,67.634,,2.311,,4.212,,,,48.2,,,
ARM,AM,Armenia,Yerevan,Asia,Europe & Central Asia,Upper middle income,1993,3457349.0,4973702540.02406,1391.16654315168,1799431.0,68.841,,2.315,8.2146997452,0.7187,,,,37.0,68.196981731533,1.43881627223633,8519.598427
MNG,MN,Mongolia,Ulaanbaatar,Asia,East Asia & Pacific,Lower middle income,2015,2964749.0,31928136100.8223,0.609769216362665,1491107.0,69.498,,3.01,7.0,3.2194,0.145731211322147,33.9,4.23154545,16.6,3.08362053328496,5.83543497274137,46229.34141
WSM,WS,Samoa,Apia,Oceania,East Asia & Pacific,Lower middle income,1998,180385.0,499435737.460546,3.41364075045701,86362.0,70.171,,4.609,,0.33,,,,19.4,36.144578313253,0.809934307176317,427.880499
NGA,NG,Nigeria,Abuja,Africa,Sub-Saharan Africa ,Lower middle income,1993,102775465.0,218066727840.128,41.6390587223277,51151537.0,45.788,,6.354,,0.192,,,,123.0,38.414339882799,0.839084503290742,263368.0453
SLE,SL,Sierra Leone,Freetown,Africa,Sub-Saharan Africa ,Low income,2012,6788587.0,9403736494.44782,12.0412149954104,3394265.0,55.451,,5.064,,,3.47642064778055,8.5,10.59042263,101.0,66.099513068786,0.125902488986294,5844.26075
ISR,IL,Israel,,Asia,Middle East & North Africa,High income,2013,8059500.0,279990267389.596,1.80352515595645,4061634.0,82.0560975609756,0.5,3.03,3.09,3.4788,0.0091308705781557,7.9,7.04248762,3.3,0.931150321255015,8.31348098517278,87043.01639
SYC,SC,Seychelles,Victoria,Africa,Sub-Saharan Africa ,High income,1985,65244.0,,2.27941119303721,32641.0,69.6975609756098,,,4.82200002670288,0.445,,,,17.4,,,
GNB,GW,Guinea-Bissau,Bissau,Africa,Sub-Saharan Africa ,Low income,2006,1414091.0,1659614919.76232,-2.27270428807181,722513.0,53.371,,5.417,,,4.7663072732025,12.5,7.28979349,86.2,0.0,0.153243320267225,1952.395496
MCO,MC,Monaco,Monaco,Europe,Europe & Central Asia,High income,2014,36110.0,,0.575364667747166,18393.0,,,,,7.5067,,,2.08692694,1.1,0.0,,
PRI,PR,Puerto Rico,San Juan,Americas,Latin America & Caribbean ,High income,2001,3818774.0,95008109247.707,5.50491102448902,1980886.0,76.456,,1.9346,,,0.0458331777279861,,,,0.941619585687382,,
DEU,DE,Germany,Berlin,Europe,Europe & Central Asia,High income,1994,81438348.0,1856595019651.26,2.05160802865106,41977348.0,76.2707317073171,0.2,1.24,9.6999998093,3.0112,,,,5.5,4.46168638912425,10.7553397325791,1038938.472
IND,IN,India,New Delhi,Asia,South Asia,Lower middle income,1981,712869298.0,,10.8275819794853,343719452.0,54.175,,4.698,0.769400000572205,0.27,,,,112.0,,,
POL,PL,Poland,Warsaw,Europe,Europe & Central Asia,High income,2017,37974826.0,1137654421219.15,1.76210628965667,19598693.0,77.7536585365854,0.3,1.48,6.62,2.3788,0.0026215907480608,23.8,6.5601325,4.0,,8.23624313643991,374716.3482
AFG,AF,Afghanistan,Kabul,Asia,South Asia,Low income,1985,10512221.0,,,5225679.0,33.55,,7.517,,,,,,141.4,,,
IDN,ID,Indonesia,Jakarta,Asia,East Asia & Pacific,Upper middle income,2007,234858289.0,1682010613727.26,11.2585785308971,116621886.0,68.189,25.2,2.491,,,0.682823472163198,4.3,2.82385564,31.2,12.9038838981084,1.61781217779373,749377.001
MNG,MN,Mongolia,Ulaanbaatar,Asia,East Asia & Pacific,Lower middle income,2020,3294335.0,40587127415.4064,3.70672176605325,1658241.0,72.141,,2.9,,,0.122677277341994,,4.94451141,13.2,,6.43064533509798,53921.45499
CHI,JG,Channel Islands,,,Europe & Central Asia,High income,1992,142011.0,,,73466.0,78.125,,1.541,,,,,,,0.0,,
MWI,MW,Malawi,Lilongwe,Africa,Sub-Saharan Africa ,Low income,2021,19889742.0,32726655377.7915,9.38281648048674,10218942.0,62.904,,3.917,,,,,,31.2,,,
ISL,IS,Iceland,Reykjavik,Europe,Europe & Central Asia,High income,1985,241405.0,,,120044.0,77.6024390243903,,1.93,15.8000001907349,2.6,,,,6.1,,,
BOL,BO,Bolivia,La Paz,Americas,Latin America & Caribbean ,Lower middle income,2005,9377388.0,37745009268.3395,5.94079763021928,4645403.0,64.386,15.6,3.558,,,0.857134058898601,8.0,5.07408142,43.2,41.2581699346405,1.05391821261955,38933.7704
DEU,DE,Germany,Berlin,Europe,Europe & Central Asia,High income,2019,83092962.0,4769330270278.43,2.12438467511859,42096607.0,81.2926829268293,0.0,1.54,,4.3716,0.0077488367303336,18.6,11.69622993,3.2,,7.9271876239049,751652.422
PRT,PT,Portugal,Lisbon,Europe,Europe & Central Asia,High income,2011,10557560.0,282620727896.604,-0.265123394841666,5516002.0,80.4707317073171,0.5,1.35,3.37,4.1178,0.0131976570317984,19.8,9.73071671,3.0,46.4751002158495,4.72343041384562,67196.13929
ARG,AR,Argentina,Buenos Aires,Americas,Latin America & Caribbean ,Upper middle income,1992,33568285.0,292023773373.283,16.0719935356945,17039077.0,72.43,1.7,2.987,,2.6484,,,,24.4,34.8705284443729,3.21497210834572,258597.7407
MAF,MF,St. Martin (French part),Marigot,Americas,Latin America & Caribbean ,High income,1988,23552.0,,,11461.0,74.226,,3.018,,,,,,,,,
TKM,TM,Turkmenistan,Ashgabat,Asia,Europe & Central Asia,Upper middle income,1992,3926369.0,17159930001.1917,3089.15254991916,2001570.0,63.875,,3.962,11.4153003693,3.589,,,,63.9,0.0303421072593492,7.15656118923107,100251.7286
ARG,AR,Argentina,Buenos Aires,Americas,Latin America & Caribbean ,Upper middle income,1997,35815971.0,409894951069.898,-0.46391313116429,18160104.0,73.09,3.8,2.706,,,,,,19.8,39.3869816592437,3.52129780315044,280720.3822
NRU,NR,Nauru,Yaren District,Oceania,East Asia & Pacific,High income,1981,7691.0,,,3285.0,61.871,,3.998,,,,,,,,,
GHA,GH,Ghana,Accra,Africa,Sub-Saharan Africa ,Lower middle income,1981,12212960.0,,75.6335657777325,6144992.0,51.269,,6.474,,,,,,100.6,,,
NAM,,Namibia,Windhoek,Africa,Sub-Saharan Africa ,Upper middle income,2004,1939406.0,12582737052.8377,2.04025280317994,999590.0,51.246,,3.58,,0.3135,1.31985946386557,27.6,10.18727589,42.1,99.1298042059463,1.22547831655672,10492.35731
KGZ,KG,Kyrgyz Republic,Bishkek,Asia,Europe & Central Asia,Lower middle income,2013,5719600.0,23123731105.9622,3.17518813463819,2919343.0,70.2024390243902,2.6,3.1,4.51,2.2614,0.248479718470887,17.1,8.18745136,21.9,93.476554136036,1.65308762850549,15636.96519
COD,CD,"Congo, Dem. Rep.",Kinshasa,Africa,Sub-Saharan Africa ,Low income,2005,56550247.0,28438960867.9667,29.8695466222574,28573264.0,53.927,,6.597,1.1,,4.06397406819179,11.7,4.25265837,95.6,99.9050718741524,0.0390573006692614,47184.36953
COD,CD,"Congo, Dem. Rep.",Kinshasa,Africa,Sub-Saharan Africa ,Low income,1982,28219219.0,,43.4852835595133,14357555.0,45.92,,6.498,,,,,,129.1,,,
JPN,JP,Japan,Tokyo,Asia,East Asia & Pacific,High income,2021,125681593.0,5383426669992.99,-0.227533440944995,64594414.0,84.4456097560976,,1.3,,,,,,1.7,,,
LSO,LS,Lesotho,Maseru,Africa,Sub-Saharan Africa ,Lower middle income,2007,1983465.0,3774262814.63003,-6.68836172696973,1013106.0,43.123,,3.441,,,2.18394895746898,72.5,7.28075647,71.2,100.0,0.987816775188874,3792.326405
BRB,BB,Barbados,Bridgetown,Americas,Latin America & Caribbean ,High income,2016,278649.0,4561691897.0494,-0.238566760157255,145315.0,76.815,,1.613,5.89,,0.0825527532671472,1.0,6.68155146,12.8,,4.63224343170081,3783.217854
LCA,LC,St. Lucia,Castries,Americas,Latin America & Caribbean ,Upper middle income,1994,150561.0,1172954250.05601,2.57871402738749,76297.0,70.992,,3.001,,,,,,16.5,0.0,1.84842024162964,1037.802477
GUY,GY,Guyana,Georgetown,Americas,Latin America & Caribbean ,High income,2010,747932.0,6994501444.95331,3.97225241927488,375947.0,66.743,,2.655,,0.6872,0.400506023472862,51.7,4.21897697,30.5,0.0,2.35221918570137,3575.46518
IND,IN,India,New Delhi,Asia,South Asia,Lower middle income,2003,1117415123.0,2748789707160.43,3.86779808617059,539178882.0,64.094,,3.122,0.8999999762,,1.06038689762543,16.6,4.00848055,59.9,13.4694247561217,0.905456601736005,1803992.147
UKR,UA,Ukraine,Kiev,Europe,Europe & Central Asia,Lower middle income,2005,47105171.0,339821965827.752,24.0960586139239,25361812.0,67.9568292682927,0.4,1.213,8.68,3.0181,0.0212239819159111,61.9,6.3461585,12.5,6.67032429146967,6.27118411267417,358852.9821
PLW,PW,Palau,Koror,Oceania,East Asia & Pacific,Upper middle income,1982,12666.0,,,6037.0,,,,,,,,,,,,
GRD,GD,Grenada,Saint George's,Americas,Latin America & Caribbean ,Upper middle income,1994,103174.0,504211843.327292,3.19076291832734,51604.0,71.786,,3.035,,,,,,14.7,0.0,1.34626940895962,1915.604581
IRQ,IQ,Iraq,Baghdad,Asia,Middle East & North Africa,Upper middle income,1993,19295818.0,86571105755.9897,114.467671710368,9760768.0,66.897,,5.64,,0.603,,,,40.2,2.28136882129278,4.6415238783865,110973.0364
GBR,GB,United Kingdom,London,Europe,Europe & Central Asia,High income,1990,57247586.0,978435959455.98,7.88621802657738,29430816.0,75.8804878048781,0.0,1.83,5.9000000954,1.6204,,,,7.9,1.82876744661768,9.81306879909312,749506.1766
BLR,BY,Belarus,Minsk,Europe,Europe & Central Asia,Upper middle income,1995,10193831.0,39245201757.5412,661.504076806102,5427298.0,68.4609756097561,,1.406,12.3800001144,3.0496,,,,12.4,0.0802632635042941,5.64143156777859,88165.42932
UKR,UA,Ukraine,Kiev,Europe,Europe & Central Asia,Lower middle income,2019,44386203.0,560988377571.052,8.24622626642469,23824417.0,71.8273170731707,0.0,1.228,,,0.0096557472842505,39.2,7.09389353,7.3,,3.93365253612705,236094.6283
BLZ,BZ,Belize,Belmopan,Americas,Latin America & Caribbean ,Upper middle income,1989,178695.0,,2.04538601534058,88148.0,70.724,,4.762,,,,,,33.1,,,
VGB,VG,British Virgin Islands,Road Town,Americas,Latin America & Caribbean ,High income,2021,31122.0,,,16146.0,74.494,,1.005,,,,,,9.9,,,
MAR,MA,Morocco,Rabat,Africa,Middle East & North Africa,Lower middle income,2013,33803527.0,256417947850.283,1.2602624752606,16812735.0,72.122,1.4,2.594,0.85,0.632,0.292368094979794,10.2,5.68746853,22.7,14.6479584475545,1.70383108247846,77993.70826
SMR,SM,San Marino,San Marino,Europe,Europe & Central Asia,High income,2000,26823.0,1439289272.70432,2.56773358739586,13702.0,,,,,,,,5.83692789,5.0,0.0,,
THA,TH,Thailand,Bangkok,Asia,East Asia & Pacific,Upper middle income,2021,71601103.0,1350040463414.34,1.70981299302815,36807094.0,78.715,0.0,1.331,,,,,,7.1,,,
LAO,LA,Lao PDR,Vientiane,Asia,East Asia & Pacific,Lower middle income,1992,4561106.0,5079488589.51336,5.99384147719306,2276927.0,54.952,23.7,5.882,,,,,,99.7,94.5899169640325,0.130576449659359,7019.903166
MOZ,MZ,Mozambique,Maputo,Africa,Sub-Saharan Africa ,Low income,1987,12964793.0,,,6651185.0,40.843,,6.34,,,,,,169.5,,,
FRO,FO,Faroe Islands,Torshavn,Europe,Europe & Central Asia,High income,1985,45575.0,,,21798.0,,,2.281,,,,,,,,,
FSM,FM,"Micronesia, Fed. Sts.",Palikir,Oceania,East Asia & Pacific,Lower middle income,1990,98603.0,170343407.174819,4.94965000222929,48615.0,67.425,,4.958,,,,,,38.9,0.0,0.0,7.616981
GMB,GM,"Gambia, The",Banjul,Africa,Sub-Saharan Africa ,Low income,1992,1127152.0,1675130599.62289,1.95003083677199,568192.0,52.941,,6.105,,,,,,77.2,0.0,0.175752693514273,4541.888261
BGD,BD,Bangladesh,Dhaka,Asia,South Asia,Lower middle income,1993,113418757.0,129861168624.058,0.155518172723973,55345149.0,57.927,,3.852,,,,,,89.2,6.60438844232023,0.110814122217897,95468.91619
MAR,MA,Morocco,Rabat,Africa,Middle East & North Africa,Lower middle income,1980,19678444.0,,33.0231314376558,9854260.0,55.219,,5.734,,,,,,94.3,,,
PRI,PR,Puerto Rico,San Juan,Americas,Latin America & Caribbean ,High income,2013,3593077.0,119191962134.508,1.18201519575041,1875894.0,78.777,,1.47,,,0.0252183196349241,,,,1.39324420971557,,
NOR,NO,Norway,Oslo,Europe,Europe & Central Asia,High income,1992,4286401.0,88402485597.9141,-0.639759770603149,2166482.0,77.1843902439025,,1.88,4.3000001907,2.6517,,,,5.9,99.8172689391352,7.04504781517175,43651.83695
SUR,SR,Suriname,Paramaribo,Americas,Latin America & Caribbean ,Upper middle income,1989,408360.0,,12.1294932387225,204858.0,64.01,,3.304,,,,,,40.0,,,
PER,PE,Peru,Lima,Americas,Latin America & Caribbean ,Upper middle income,1988,21143799.0,,586.278731131526,10591417.0,63.601,,4.138,,0.965,,,,62.1,,,
SVN,SI,Slovenia,Ljubljana,Europe,Europe & Central Asia,High income,2020,2102419.0,85929701991.4141,1.25942542670587,1047063.0,80.5317073170732,0.0,1.59,,,0.0063195332830641,,9.45357895,1.8,,5.93473517885826,15286.67677
TUR,TR,Turkiye,Ankara,Asia,Europe & Central Asia,Upper middle income,1986,50223885.0,,36.0068855504432,24844469.0,65.772,,3.629,2.09999990463257,,,,,67.7,,,
ARM,AM,Armenia,Yerevan,Asia,Europe & Central Asia,Upper middle income,2014,2889930.0,29231468082.419,2.30918242990974,1568781.0,74.058,1.4,1.703,4.16,2.8928,0.0579878542828468,8.1,10.17827892,13.5,25.7548387096774,1.89589367216507,9132.807486
MNP,MP,Northern Mariana Islands,Saipan,Oceania,East Asia & Pacific,High income,2001,79479.0,,,41471.0,,,,,,,,,,0.0,,
PNG,PG,Papua New Guinea,Port Moresby,Oceania,East Asia & Pacific,Lower middle income,2005,6498818.0,15174028744.9801,12.1823792582037,3111127.0,61.801,,4.22,,,1.35214530157802,3.5,2.44874048,49.6,28.8830715532286,0.665336373475915,12139.63959
MNE,ME,Montenegro,Podgorica,Europe,Europe & Central Asia,Upper middle income,1988,607413.0,,,309082.0,76.2375365853659,,1.993,,,,,,17.0,,,
