iso3,iso2,name,capital,continent,region,income_level,year,population,gdp,inflation,female_population,life_expectancy,poverty,fertility,hospital_beds_1000,physicians_1000,maternal_death_risk,suicides_100k,health_expenditure_share,infant_mortality_1000,renewables_share,co2_capita,greenhousegas_capita
GHA,GH,Ghana,Accra,Africa,Sub-Saharan Africa ,Lower middle income,2004,21906444.0,59679026476.0077,14.3501511250415,11014041.0,59.191,,4.531,,0.1523,1.90938542492288,11.2,2.76365352,56.6,87.4482530220235,0.270459231082872,16763.07205
LUX,LU,Luxembourg,Luxembourg,Europe,Europe & Central Asia,High income,2004,458095.0,29635511031.8197,3.11732659571314,231519.0,79.1219512195122,0.0,1.66,6.39,2.4568,0.0182149463225586,18.6,7.2793355,2.9,5.76581904198699,25.4527990918914,12663.55929
SVK,SK,Slovak Republic,Bratislava,Europe,Europe & Central Asia,High income,2014,5418649.0,157298385701.219,-0.192780594130198,2778259.0,76.8121951219512,0.7,1.37,5.79,3.4214,0.0072519241943857,22.6,6.90780544,5.3,22.9445999705319,5.6172857847039,37218.38948
BHS,BS,"Bahamas, The",Nassau,Americas,Latin America & Caribbean ,High income,1991,276058.0,5363353457.59315,2.55653962828031,140316.0,69.616,,2.604,,,,,,19.1,0.0,7.55384737989843,2256.471931
HND,HN,Honduras,Tegucigalpa,Americas,Latin America & Caribbean ,Lower middle income,1991,5196887.0,10152684494.3573,26.2836710300963,2571853.0,65.752,30.8,5.183,,0.411,,,,43.4,98.5507246376812,0.472321218452508,11449.43952
IMN,IM,Isle of Man,Douglas,Europe,Europe & Central Asia,High income,2021,84263.0,,,42528.0,80.525,,1.564,,,,,,,,,
DOM,DO,Dominican Republic,Santo Domingo,Americas,Latin America & Caribbean ,Upper middle income,2009,9648061.0,100907657469.523,3.49814656597557,4765395.0,71.871,4.7,2.556,1.44,,0.255981703181773,8.0,4.76337624,29.1,13.0465644520159,2.03742492921635,31417.87007
TUN,TN,Tunisia,Tunis,Africa,Middle East & North Africa,Lower middle income,2010,10895063.0,113619615896.402,9.46502454900151,5472893.0,75.421,1.5,2.105,2.09,1.222,0.0912170131419529,4.7,5.60950756,15.8,1.16051795748839,2.59948014986237,39561.75848
ATG,AG,Antigua and Barbuda,Saint John's,Americas,Latin America & Caribbean ,High income,2014,89236.0,1762288334.80494,1.91150380003631,46748.0,77.858,,1.526,3.55,,0.0315301456130885,0.0,5.87269926,6.8,0.0,5.34089380967323,1061.010555
NIC,NI,Nicaragua,Managua,Americas,Latin America & Caribbean ,Lower middle income,2015,6298598.0,32945089401.525,7.58896374105672,3194985.0,72.983,,2.48,0.93,0.9312,0.218716650905745,6.3,7.96303272,16.1,50.0545970735969,0.839345517843812,18256.21155
TUN,TN,Tunisia,Tunis,Africa,Middle East & North Africa,Lower middle income,1982,6914963.0,,16.0076605170415,3430162.0,65.417,,4.91,,,,,,62.1,,,
BDI,BI,Burundi,Bujumbura,Africa,Sub-Saharan Africa ,Low income,2013,10149577.0,7069149933.91295,7.9531039994456,5119502.0,59.235,65.1,5.889,,0.0581,3.41114839454018,9.9,8.53728485,50.8,87.02056925233,0.0361000266316517,3244.959156
FRO,FO,Faroe Islands,Torshavn,Europe,Europe & Central Asia,High income,1998,44865.0,,,21662.0,78.0268292682927,,2.336,,,,,,,40.8376963350785,,
ZMB,ZM,Zambia,Lusaka,Africa,Sub-Saharan Africa ,Lower middle income,2009,13318087.0,38751988573.041,5.55968566025587,6794701.0,55.3,,5.452,,0.0606,1.84402442404693,14.7,4.42680454,52.9,99.8787021126049,0.18660337629571,26839.27337
DOM,DO,Dominican Republic,Santo Domingo,Americas,Latin America & Caribbean ,Upper middle income,2008,9522948.0,99325233351.7379,10.3916875139185,4700619.0,71.658,5.4,2.533,1.57,1.098,0.253148333412243,7.9,4.56146193,29.2,11.6078535420536,2.16123200504718,31936.61485
UKR,UA,Ukraine,Kiev,Europe,Europe & Central Asia,Lower middle income,1981,50221000.0,,,27246899.0,68.5981951219512,,1.93,12.2532997131348,3.631,,,,21.4,,,
MLT,MT,Malta,Valletta,Europe,Middle East & North Africa,High income,1986,342121.0,,3.51770589922245,173181.0,73.6232195121951,,1.93,,,,,,11.8,,,
MAC,MO,"Macao SAR, China",,Asia,East Asia & Pacific,High income,2011,571003.0,66543283702.9429,7.4907459330563,297195.0,83.229,,1.115,,,,,,,0.0,,
MDV,MV,Maldives,Male,Asia,South Asia,Upper middle income,1993,245845.0,,,118656.0,65.739,,5.045,,0.2844,,,,53.9,0.0,0.824096483556713,257.333811
AUS,AU,Australia,Canberra,Oceania,East Asia & Pacific,High income,2016,24190907.0,1143006683418.89,-0.605177488071192,12185645.0,82.4487804878049,0.5,1.752,3.84,3.5672,0.0090015082330268,18.0,10.09023094,3.2,,16.3203306101751,600642.7642
ERI,ER,Eritrea,Asmara,Africa,Sub-Saharan Africa ,Low income,1997,2291561.0,3385289345.01046,3.89715179110848,1163731.0,56.312,,5.743,,,,,,65.0,0.467289719626168,0.359610763143552,5336.760172
KOR,KR,"Korea, Rep.",Seoul,Asia,East Asia & Pacific,High income,2016,51217803.0,2026967821102.36,1.98603850545349,25566204.0,82.2756097560976,0.2,1.172,11.98,2.3037,0.0063672424327661,38.3,6.91432714,2.9,,12.0162045997951,693722.7469
DJI,DJ,Djibouti,Djibouti,Africa,Middle East & North Africa,Lower middle income,1991,628521.0,,,316425.0,55.156,,5.877,,,,,,90.0,0.0,0.458536787155879,933.862812
MRT,MR,Mauritania,Nouakchott,Africa,Sub-Saharan Africa ,Lower middle income,2012,3636113.0,15797573506.5031,0.455837170404166,1861624.0,63.578,,4.986,,,2.82521645238475,4.0,2.64919329,39.8,0.0,0.647779648212253,11418.07285
GHA,GH,Ghana,Accra,Africa,Sub-Saharan Africa ,Lower middle income,2015,28870939.0,144983754861.81,13.252964555207,14473575.0,63.175,,4.05,,0.1172,1.22500170515524,13.0,4.5429678,39.2,50.8920024366896,0.496024739617925,30251.44399
PAN,PA,Panama,Panama City,Americas,Latin America & Caribbean ,High income,1986,2246960.0,,0.338449386266831,1112559.0,70.833,,3.352,,,,,,29.2,,,
VUT,VU,Vanuatu,Port-Vila,Oceania,East Asia & Pacific,Lower middle income,1987,139956.0,,16.4751823391513,67703.0,64.578,,5.245,,,,,,33.8,,,
GBR,GB,United Kingdom,London,Europe,Europe & Central Asia,High income,2020,67081234.0,3077152196648.91,5.93314681453445,33948108.0,80.3512195121951,0.5,1.56,,3.0037,0.0171032873674179,,11.97759342,3.7,,4.60114225090135,398323.6546
BRB,BB,Barbados,Bridgetown,Americas,Latin America & Caribbean ,High income,2020,280693.0,4092248616.11989,1.21897088408282,146165.0,77.393,,1.628,,,0.0540132614791561,,7.20014429,11.4,,3.90487115816925,3656.467698
VUT,VU,Vanuatu,Port-Vila,Oceania,East Asia & Pacific,Lower middle income,1985,133119.0,,-3.45015152058646,64014.0,64.231,,5.381,,,,,,37.8,,,
ZWE,ZW,Zimbabwe,Harare,Africa,Sub-Saharan Africa ,Lower middle income,2002,11984644.0,25411365096.7416,2.71295029474732,6300516.0,44.565,,3.887,,,1.58840343074726,15.5,,51.8,44.3577500873413,1.02576263425096,28719.80837
BWA,BW,Botswana,Gaborone,Africa,Sub-Saharan Africa ,Upper middle income,1998,1655699.0,13283981574.4427,9.96727081881656,854484.0,52.523,,3.396,,0.2691,,,,36.6,0.0,2.22395495799659,13801.79392
MRT,MR,Mauritania,Nouakchott,Africa,Sub-Saharan Africa ,Lower middle income,1985,1746265.0,,10.2449257948952,874558.0,57.575,,6.338,,0.113,,,,81.2,,,
FRO,FO,Faroe Islands,Torshavn,Europe,Europe & Central Asia,High income,2006,48313.0,,,23217.0,79.6390243902439,,2.503,,,,,,,44.6153846153846,,
TCA,TC,Turks and Caicos Islands,Grand Turk,Americas,Latin America & Caribbean ,High income,1993,13704.0,,,6639.0,69.625,,3.173,,,,,,9.8,0.0,,
GIN,GN,Guinea,Conakry,Africa,Sub-Saharan Africa ,Lower middle income,2001,8445717.0,10682053943.6228,1.75242631684394,4295144.0,52.662,,5.85,,,5.39422269551955,7.1,4.89139318,97.1,57.2614107883817,0.185715434225419,12294.21357
COG,CG,"Congo, Rep.",Brazzaville,Africa,Sub-Saharan Africa ,Lower middle income,2007,3956329.0,16884650233.0338,6.74011713181295,1988080.0,59.643,,4.666,,0.1035,2.13345277121109,12.0,1.90200174,49.9,82.3095823095823,1.04913418474551,13701.53401
SDN,SD,Sudan,Khartoum,Africa,Sub-Saharan Africa ,Low income,1989,20718709.0,,36.7386519307243,10193049.0,49.337,,6.231,,,,,,83.5,,,
FIN,FI,Finland,Helsinki,Europe,Europe & Central Asia,High income,1999,5165474.0,127934744369.414,0.927035885223574,2645920.0,77.2912195121951,,1.73,7.5999999046,2.3959,,,,3.6,30.512403357473,10.9399253582537,71126.37484
SXM,SX,Sint Maarten (Dutch part),Philipsburg,Americas,Latin America & Caribbean ,High income,2021,42846.0,1545491818.59564,4.04390993025525,19914.0,73.972,,1.581,,,,,,,,,
TLS,TL,Timor-Leste,Dili,Asia,East Asia & Pacific,Lower middle income,2015,1205813.0,3484569261.95611,7.20396970055066,590849.0,67.137,,3.903,,0.6946,1.16150196338851,5.0,7.67216587,51.5,0.0,0.36257695015728,6708.725588
CHN,CN,China,Beijing,Asia,East Asia & Pacific,Upper middle income,2016,1387790000.0,18712096136720.3,1.4073460272495,677689913.0,77.218,0.8,1.772,4.02,1.8647,0.0403866615274748,9.9,4.97955608,7.6,,7.10547993572515,11773340.79
NLD,NL,Netherlands,Amsterdam,Europe,Europe & Central Asia,High income,1980,14149800.0,,6.22537147791982,7127878.0,75.7431707317073,,1.6,,,,,,8.8,,,
BTN,BT,Bhutan,Thimphu,Asia,South Asia,Lower middle income,2016,749761.0,7703914681.55542,4.38341129091111,351127.0,70.602,,1.835,,0.4059,0.136530232406211,6.2,3.57613945,26.4,,1.63838876655361,1856.760403
VIR,VI,Virgin Islands (U.S.),Charlotte Amalie,Americas,Latin America & Caribbean ,High income,1990,103963.0,,,53452.0,71.2504634146341,,2.99,4.8000001907,1.65,,,,,0.0,,
CUB,CU,Cuba,Havana,Americas,Latin America & Caribbean ,Upper middle income,2013,11321579.0,,2.65783023966264,5674433.0,77.87,,1.688,5.05,7.4183,0.0565893176953236,22.4,10.43099499,4.7,4.3521421107628,2.54997116568281,44642.78112
ISR,IL,Israel,,Asia,Middle East & North Africa,High income,2011,7765800.0,241995717613.454,1.46847532002307,3919714.0,81.6560975609756,0.2,2.98,3.14,3.5123,0.0094098337204327,9.0,6.9564743,3.5,0.504365019521105,8.99106338046306,89014.75001
SYC,SC,Seychelles,Victoria,Africa,Sub-Saharan Africa ,High income,2016,94677.0,2486392001.4936,-0.200685244453524,45099.0,74.309756097561,,2.39,,2.1212,0.0142409152719677,14.2,4.96118879,12.5,,5.97399579623351,711.996529
NAM,,Namibia,Windhoek,Africa,Sub-Saharan Africa ,Upper middle income,2014,2243001.0,23796468378.9393,8.23489179866652,1158729.0,59.822,,3.635,,,1.08936144496229,17.7,8.4089098,33.5,99.13217623498,1.75305316404228,11600.85457
SWE,SE,Sweden,Stockholm,Europe,Europe & Central Asia,High income,1983,8329033.0,,9.95406193555277,4208982.0,76.5517073170732,,1.61,,2.4,,,,6.6,,,
NOR,NO,Norway,Oslo,Europe,Europe & Central Asia,High income,1981,4099702.0,,12.879146874514,2069151.0,75.8690243902439,,1.7,,2.0,,,,8.0,,,
BLZ,BZ,Belize,Belmopan,Americas,Latin America & Caribbean ,Upper middle income,1988,174817.0,,3.72633554051913,86129.0,70.781,,4.783,,0.472,,,,35.0,,,
BLR,BY,Belarus,Minsk,Europe,Europe & Central Asia,Upper middle income,1996,10159569.0,41082756176.5869,53.7143273126729,5413250.0,68.5121951219512,,1.335,12.2700004578,3.1175,,,,12.2,0.0674308833445718,5.75355115950293,88892.90977
ITA,IT,Italy,Rome,Europe,Europe & Central Asia,High income,1986,56596155.0,,7.48841788190988,29115969.0,75.7707317073171,0.2,1.35,8.0,,,,,9.9,,,
PRY,PY,Paraguay,Asuncion,Americas,Latin America & Caribbean ,Upper middle income,2016,6266615.0,81617333082.6948,4.13475444403026,3116116.0,73.534,1.7,2.624,0.83,,0.189401292677583,7.7,6.67556572,18.3,,1.14776478210326,47413.73092
NGA,NG,Nigeria,Abuja,Africa,Sub-Saharan Africa ,Lower middle income,2015,183995785.0,982912105652.4,2.86366512244869,91192351.0,51.841,32.3,5.616,,,5.89043905883811,5.3,3.58194995,79.3,18.1951250556864,0.58559167537452,299724.3287
BRN,BN,Brunei Darussalam,Bandar Seri Begawan,Asia,East Asia & Pacific,High income,1994,291935.0,17859283753.2782,-8.7636265269017,136742.0,72.553,,2.897,,,,,,10.0,0.0,14.6097590217,5968.923549
GUM,GU,Guam,Agana,Oceania,East Asia & Pacific,High income,2014,167543.0,,2.07782277044168,82710.0,76.749,,2.943,,,,,,,0.0,,
KAZ,KZ,Kazakhstan,Astana,Asia,Europe & Central Asia,Upper middle income,2014,17288285.0,427478309972.205,5.77123952989534,9029051.0,71.44,0.0,2.73,6.06,3.98,0.0402272033404836,40.9,2.97468472,11.6,7.87775535843454,12.1042254914238,286216.0566
COL,CO,Colombia,Bogota,Americas,Latin America & Caribbean ,Upper middle income,2014,46677947.0,625019201607.325,2.2356323764315,23617367.0,76.043,5.4,1.883,1.59,1.918,0.144822237151681,6.2,7.18553209,13.9,74.0383106787808,1.71582096359122,175835.9665
UGA,UG,Uganda,Kampala,Africa,Sub-Saharan Africa ,Low income,1994,20125021.0,16272991499.5784,6.84849754885815,10298404.0,46.353,,6.928,,,,,,98.5,99.526963103122,0.0360605834895775,13880.03909
SGP,SG,Singapore,Singapore,Asia,East Asia & Pacific,High income,1992,3230698.0,87291408492.3658,1.38770305954598,1605472.0,75.9463414634146,,1.72,3.4514000416,1.348,,,,5.0,1.38621704198257,9.72263578954145,36668.02369
ALB,AL,Albania,Tirane,Europe,Europe & Central Asia,Upper middle income,1998,3128530.0,9451851026.38818,6.73085990507577,1573432.0,74.99,,2.397,3.0499999523,1.3904,,,,26.4,96.3202192209826,0.576804441702653,6621.280379
MUS,MU,Mauritius,Port Louis,Africa,Sub-Saharan Africa ,Upper middle income,1992,1084441.0,6236106669.72162,5.3553992133974,538298.0,70.0585365853659,,2.37,3.1350998878,0.847,,,,18.6,32.6881720430108,1.22026002336688,2493.758519
SUR,SR,Suriname,Paramaribo,Americas,Latin America & Caribbean ,Upper middle income,2012,558111.0,8543650775.38909,10.7352006048331,278227.0,69.764,,2.565,,,0.356268925489662,39.0,4.28435707,19.7,63.2352941176471,4.3748107455327,4001.347796
QAT,QA,Qatar,Doha,Asia,Middle East & North Africa,High income,2005,848710.0,95117561227.3646,30.5426998130357,269332.0,76.064,,2.578,2.43,2.4844,0.0529290685703984,9.3,2.56300044,9.0,0.0,45.4060868848016,53556.7409
WSM,WS,Samoa,Apia,Oceania,East Asia & Pacific,Lower middle income,1994,173107.0,397118209.084636,68.2279527798493,82468.0,68.98,,4.85,,,,,,22.1,39.0625,0.597318421554299,383.154236
TTO,TT,Trinidad and Tobago,Port-of-Spain,Americas,Latin America & Caribbean ,High income,2009,1401191.0,38780881442.8396,-27.6317920499278,709337.0,73.126,,1.69,2.6,1.5081,0.0777293516812609,18.2,5.48676443,20.9,0.24225423944919,13.5814460698078,29718.79474
SAU,SA,Saudi Arabia,Riyadh,Asia,Middle East & North Africa,High income,2007,26400068.0,1244222815041.56,8.43539949546602,11316699.0,75.046,,3.177,2.2,,0.0599418644851683,6.5,3.56229854,12.6,0.0,13.4324426740113,467557.6683
BGD,BD,Bangladesh,Dhaka,Asia,South Asia,Lower middle income,1991,109242834.0,112333159708.936,2.72953199539077,53279681.0,54.154,41.9,4.24,0.3080999851,0.188,,,,97.1,10.1330108827086,0.0991438944178252,92040.68457
MYS,MY,Malaysia,Kuala Lumpur,Asia,East Asia & Pacific,Upper middle income,1998,21810542.0,249677679352.737,8.49871999834858,10765935.0,72.168,,3.119,,,,,,10.1,7.99690336182899,4.84560172782501,138400.1903
MDV,MV,Maldives,Male,Asia,South Asia,Upper middle income,1988,211160.0,,,100935.0,62.132,,6.61,,,,,,69.3,,,
SSD,SS,South Sudan,Juba,Africa,Sub-Saharan Africa ,Low income,2021,10748272.0,,,5427688.0,54.975,,4.469,,,,,,63.8,,,
CUB,CU,Cuba,Havana,Americas,Latin America & Caribbean ,Upper middle income,1992,10783748.0,,3.74572134364692,5332032.0,74.162,,1.561,,4.3646,,,,9.8,12.2898249263304,2.0189455465762,39335.60912
CYP,CY,Cyprus,Nicosia,Asia,Europe & Central Asia,High income,1986,743446.0,,4.15066893987617,367832.0,72.651,,2.457,,,,,,10.9,,,
TKM,TM,Turkmenistan,Ashgabat,Asia,Europe & Central Asia,Upper middle income,2000,4569132.0,19284575687.4145,23.4645481936837,2319309.0,65.026,,2.898,5.36,2.7475,0.0803052392001866,21.1,4.07783461,57.6,0.0,8.42774951566293,117807.8758
CHE,CH,Switzerland,Bern,Europe,Europe & Central Asia,High income,2018,8514329.0,601867859451.371,0.764289197175742,4292467.0,83.7536585365854,0.0,1.52,4.63,4.3328,0.0129565206040035,20.1,11.38538456,3.6,,4.40214372735655,46682.73407
UKR,UA,Ukraine,Kiev,Europe,Europe & Central Asia,Lower middle income,1999,49674000.0,193450616849.986,27.3999267140709,26658054.0,67.9809756097561,,1.127,8.9499998093,2.986,,,,16.2,8.33236402549667,6.15463018883118,378369.8424
ZMB,ZM,Zambia,Lusaka,Africa,Sub-Saharan Africa ,Lower middle income,2003,10837973.0,21331881962.0815,17.6077236839923,5593084.0,48.284,,5.726,,,1.74301359143511,16.0,7.18999434,73.8,99.3741725839451,0.192305332371653,28044.39397
GRL,GL,Greenland,Nuuk,Americas,Europe & Central Asia,High income,1981,51000.0,,14.9268056843145,23294.0,63.0748780487805,,2.332,,,,,,,,,
GRD,GD,Grenada,Saint George's,Americas,Latin America & Caribbean ,Upper middle income,1984,99618.0,,6.61240823908193,50789.0,69.32,,3.316,,0.49,,,,23.8,,,
KGZ,KG,Kyrgyz Republic,Bishkek,Asia,Europe & Central Asia,Lower middle income,1988,4218400.0,,-1.87730647062318,2181455.0,63.9173902439024,,4.007,11.9474000930786,,,,,56.5,,,
PLW,PW,Palau,Koror,Oceania,East Asia & Pacific,Upper middle income,1988,14632.0,,,6779.0,,,,,,,,,30.0,,,
AGO,AO,Angola,Luanda,Africa,Sub-Saharan Africa ,Lower middle income,2008,21691522.0,143491912191.306,19.3657735496208,11013001.0,54.633,14.6,6.32,,,2.83711352409217,12.0,3.32290339,85.4,75.4090471607315,0.888609844897006,73853.17674
PRI,PR,Puerto Rico,San Juan,Americas,Latin America & Caribbean ,High income,1981,3242552.0,,9.27200377082396,1665985.0,73.36,,2.711,,,,,,,,,
NIC,NI,Nicaragua,Managua,Americas,Latin America & Caribbean ,Lower middle income,2013,6119379.0,27949659448.3687,4.34950701598848,3104267.0,72.704,,2.526,0.95,0.8981,0.281993055221774,8.1,7.63869238,17.8,52.3043686989918,0.73100554811199,16344.61021
SVN,SI,Slovenia,Ljubljana,Europe,Europe & Central Asia,High income,1987,1989776.0,,,1029550.0,72.0024390243902,,1.65,6.2153000831604,2.004,,,,10.8,,,
BTN,BT,Bhutan,Thimphu,Asia,South Asia,Lower middle income,1992,545944.0,910826502.023136,8.92328930736133,262192.0,57.423,,5.267,,,,,,81.9,99.9360613810742,0.3756978737746,850.733089
COL,CO,Colombia,Bogota,Americas,Latin America & Caribbean ,Upper middle income,1986,29960101.0,,29.1689263673813,14966988.0,68.26,,3.269,,,,,,33.5,,,
VCT,VC,St. Vincent and the Grenadines,Kingstown,Americas,Latin America & Caribbean ,Upper middle income,1998,114165.0,681930575.397522,3.2110019999291,56045.0,71.097,,2.416,,,,,,19.2,25.9389671361502,1.49958393553191,249.974886
MUS,MU,Mauritius,Port Louis,Africa,Sub-Saharan Africa ,Upper middle income,2020,1266014.0,27032433140.8077,2.57056167625571,640852.0,74.1770731707317,,1.44,,2.7127,0.116355133965058,,6.65996122,14.9,,2.93851410805884,6435.739403
EST,EE,Estonia,Tallinn,Europe,Europe & Central Asia,High income,1987,1552221.0,,,828491.0,70.6439024390244,,2.27,12.1365003585815,3.484,,,,14.5,,,
WSM,WS,Samoa,Apia,Oceania,East Asia & Pacific,Lower middle income,1988,167452.0,,18.3739884358532,79249.0,67.188,,5.089,,,,,,26.4,,,
SLB,SB,Solomon Islands,Honiara,Oceania,East Asia & Pacific,Lower middle income,2003,461216.0,667999950.651516,25.8870813257842,223600.0,67.644,,4.572,2.2,0.1342,0.797880456460384,27.0,7.075634,24.9,0.0,0.583024006105599,592.625464
SSD,SS,South Sudan,Juba,Africa,Sub-Saharan Africa ,Low income,2019,10447666.0,,,5280526.0,55.912,,4.619,,,5.17479442986646,5.7,4.65760946,63.8,,0.174641876951273,49180.5281
BFA,BF,Burkina Faso,Ouagadougou,Africa,Sub-Saharan Africa ,Low income,1991,9365064.0,5854833811.43012,-3.96778074755804,4760745.0,49.45,,6.973,,,,,,98.5,6.70103092783505,0.0640251897904809,11535.40297
MDG,MG,Madagascar,Antananarivo,Africa,Sub-Saharan Africa ,Low income,2014,24215976.0,36701692063.6329,6.73177081103677,12065787.0,64.255,,4.247,,0.1812,2.17945825879704,7.8,4.42833662,45.5,53.3069563549091,0.124323710925382,27686.75302
FSM,FM,"Micronesia, Fed. Sts.",Palikir,Oceania,East Asia & Pacific,Lower middle income,1984,85543.0,,,42166.0,65.749,,5.752,,,,,,44.7,,,
NIC,NI,Nicaragua,Managua,Americas,Latin America & Caribbean ,Lower middle income,2003,5323062.0,15871760532.1234,5.33107720074352,2698853.0,67.217,,2.874,0.8999999762,0.3864,0.565661381771469,8.2,6.08317614,27.5,27.0562770562771,0.857157027289932,13901.26503
CUB,CU,Cuba,Havana,Americas,Latin America & Caribbean ,Upper middle income,2010,11290417.0,,1.20204852948169,5653239.0,77.661,,1.693,5.9,6.8152,0.0569465227924668,22.9,10.6880827,5.1,3.24193826521814,2.48972203595315,43297.94278
NER,NE,Niger,Niamey,Africa,Sub-Saharan Africa ,Low income,2002,12456517.0,10279603015.0297,2.57230192526417,6174051.0,50.562,,7.671,,0.033,6.69668325768878,6.7,4.82717037,90.9,0.0,0.0550394624757466,20639.54081
ATG,AG,Antigua and Barbuda,Saint John's,Americas,Latin America & Caribbean ,High income,1980,64889.0,,11.3987792063849,34456.0,73.183,,2.311,,,,,,12.6,,,
MHL,MH,Marshall Islands,Majuro,Oceania,East Asia & Pacific,Upper middle income,2011,52971.0,182791374.285593,7.34621800005372,25828.0,63.256,,3.51,,0.5841,,,13.08627224,31.5,0.0,2.66372165902097,177.68875
SLB,SB,Solomon Islands,Honiara,Oceania,East Asia & Pacific,Lower middle income,2006,493430.0,877972552.429054,8.34372112602952,239841.0,68.09,,4.477,,,0.696527437283675,26.1,8.00584698,24.1,0.0,0.616095494801694,657.042346
LIE,LI,Liechtenstein,Vaduz,Europe,Europe & Central Asia,High income,2001,33376.0,,0.985855937188077,16951.0,79.2756097560976,,1.52,,,,,,,0.0,6.43189866970278,222.965393
MNP,MP,Northern Mariana Islands,Saipan,Oceania,East Asia & Pacific,High income,2019,49858.0,,2.36479303972395,23127.0,,,,,,,,,,,,
AND,AD,Andorra,Andorra la Vella,Europe,Europe & Central Asia,High income,2003,73907.0,,3.17748421556476,35478.0,,,,3.2999999523,3.3333,,,5.54707241,5.8,100.0,7.23806946567984,613.006082
NER,NE,Niger,Niamey,Africa,Sub-Saharan Africa ,Low income,2018,22577058.0,27588090681.825,2.17578786783204,11128131.0,62.454,50.9,7.023,,0.0162,3.1519974970756,7.2,5.28844786,60.4,,0.0866494651340312,40817.76548
FJI,FJ,Fiji,Suva,Oceania,East Asia & Pacific,Upper middle income,2003,858306.0,5323311703.26778,7.70277935731754,421301.0,66.177,,2.956,,0.4656,0.145955594165678,12.1,2.97298193,19.3,42.3316268283762,1.20761127150457,2140.737753
KOR,KR,"Korea, Rep.",Seoul,Asia,East Asia & Pacific,High income,1986,41213674.0,,4.96718010956681,20582576.0,69.4463414634146,,1.58,,0.6,,,,19.1,,,
BHS,BS,"Bahamas, The",Nassau,Americas,Latin America & Caribbean ,High income,1992,281973.0,5275724133.89238,3.90556508277346,143416.0,70.668,,2.793,,,,,,18.2,0.0,6.92442184180755,2126.914606
MAF,MF,St. Martin (French part),Marigot,Americas,Latin America & Caribbean ,High income,2017,34496.0,,,18084.0,78.59,,2.518,,,,,,,,,
MAF,MF,St. Martin (French part),Marigot,Americas,Latin America & Caribbean ,High income,1992,29035.0,,,14289.0,75.327,,2.81,,,,,,,0.0,,
KNA,KN,St. Kitts and Nevis,Basseterre,Americas,Latin America & Caribbean ,High income,1994,42001.0,462068248.33211,6.27211761970925,21279.0,67.294,,2.35,,0.9375,,,,23.7,0.0,3.12611604485607,210.420784
PYF,PF,French Polynesia,Papeete,Oceania,East Asia & Pacific,High income,1980,163591.0,,7.41573142614655,77563.0,67.14,,3.935,,,,,,,,,
FIN,FI,Finland,Helsinki,Europe,Europe & Central Asia,High income,1998,5153498.0,121506562770.423,3.09793753182429,2640917.0,77.0907317073171,,1.7,7.8000001907,2.3156,,,,3.8,34.7855829663517,11.1119864604585,71941.48472
MAR,MA,Morocco,Rabat,Africa,Middle East & North Africa,Lower middle income,1983,21287381.0,,6.97019803491227,10659487.0,57.724,,5.354,,,,,,84.1,,,
HND,HN,Honduras,Tegucigalpa,Americas,Latin America & Caribbean ,Lower middle income,2010,8450933.0,31430677476.8836,4.67604329499009,4176200.0,71.088,13.8,2.957,0.8,0.295,0.250920141754579,3.2,8.72536373,20.9,47.808764940239,0.937979274004421,18084.03064
MEX,MX,Mexico,Mexico City,Americas,Latin America & Caribbean ,Upper middle income,1985,74872006.0,,59.2129998166748,37893236.0,67.874,,4.087,,,,,,44.4,,,
HUN,HU,Hungary,Budapest,Europe,Europe & Central Asia,High income,2005,10087065.0,172572943492.797,2.62703094651735,5297522.0,72.6487804878049,0.7,1.31,7.91,2.7816,0.0184477743190486,42.8,7.98271132,6.4,5.22989148674348,5.54385244865578,72819.17737
BRA,BR,Brazil,Brasilia,Americas,Latin America & Caribbean ,Upper middle income,2002,180476685.0,1716481965947.43,9.79811223755975,91173105.0,70.41,11.7,2.103,2.59,,0.1735152299532,6.7,8.69686985,26.8,85.7381730026528,1.76065124423135,826208.7209
BRA,BR,Brazil,Brasilia,Americas,Latin America & Caribbean ,Upper middle income,2011,198185302.0,2970630762099.6,8.3185922188201,100509285.0,73.343,5.3,1.8,2.31,1.8491,0.127970135912914,8.0,7.78819132,16.0,87.1209969967485,2.11062775987293,1019415.034
BRN,BN,Brunei Darussalam,Bandar Seri Begawan,Asia,East Asia & Pacific,High income,2002,347463.0,24504099645.9353,0.374209528530272,164895.0,74.426,,2.22,2.7,1.1534,0.123502757130262,2.7,2.53798175,7.9,0.0,13.296667558848,6677.836192
GIN,GN,Guinea,Conakry,Africa,Sub-Saharan Africa ,Lower middle income,1984,5402084.0,,,2763482.0,44.946,,6.597,,,,,,155.2,,,
HTI,HT,Haiti,Port-au-Prince,Americas,Latin America & Caribbean ,Lower middle income,1993,7345940.0,14906122837.0285,18.3366424469186,3708064.0,54.35,,5.099,0.7990999818,0.092,,,,92.5,75.2747252747253,0.0945420191289338,5584.07354
TTO,TT,Trinidad and Tobago,Port-of-Spain,Americas,Latin America & Caribbean ,High income,2003,1353548.0,25089105205.1994,10.4785614283141,683908.0,69.729,,1.705,3.3,0.8087,0.110412106503218,21.6,4.18767118,24.2,0.186422246388069,11.4121553132951,23302.19677
